gen,fit,rec,size,wires
286,-0.006441,10,13,112
287,-0.006441,10,13,112
288,-0.006441,10,13,112
289,-0.006441,10,13,112
290,-0.006441,10,13,112
291,-0.006441,10,13,112
292,-0.006441,10,13,112
293,-0.006441,10,13,112
294,-0.006441,10,13,112
295,-0.006441,10,13,112
296,-0.006441,10,13,112
297,-0.006441,10,13,112
298,-0.006441,10,13,112
299,-0.006441,10,13,112
300,-0.006441,10,13,112
301,-0.006441,10,13,112
302,-0.006441,10,13,112
303,-0.006441,10,13,112
304,-0.006441,10,13,112
305,-0.006441,10,13,112
306,-0.006441,10,13,112
307,-0.006441,10,13,112
308,-0.006441,10,13,112
309,-0.006441,10,13,112
310,-0.006441,10,13,112
311,-0.006441,10,13,112
312,-0.006441,10,13,112
313,-0.006441,10,13,112
314,-0.006441,10,13,112
315,-0.006441,10,13,112
316,-0.006441,10,13,112
317,-0.006441,10,13,112
318,-0.006441,10,13,112
319,-0.006441,10,13,112
320,-0.006441,10,13,112
321,-0.006441,10,13,112
322,-0.006441,10,13,112
323,-0.006441,10,13,112
324,-0.006441,10,13,112
325,-0.006441,10,13,112
326,-0.006441,10,13,112
327,-0.006441,10,13,112
328,-0.006441,10,13,112
329,-0.006441,10,13,112
330,-0.006441,10,13,112
331,-0.006441,10,13,112
332,-0.006441,10,13,112
333,-0.006441,10,13,112
334,-0.006441,10,13,112
335,-0.006441,10,13,112
336,-0.006441,10,13,112
337,-0.006441,10,13,112
338,-0.006441,10,13,112
339,-0.006441,10,13,112
340,-0.006441,10,13,112
341,-0.006441,10,13,112
342,-0.006441,10,13,112
343,-0.006441,10,13,112
344,-0.006441,10,13,112
345,-0.006441,10,13,112
346,-0.006441,10,13,112
347,-0.006441,10,13,112
348,-0.006441,10,13,112
349,-0.006441,10,13,112
350,-0.006441,10,13,112
351,-0.006441,10,13,112
352,-0.006441,10,13,112
353,-0.006441,10,13,112
354,-0.006441,10,13,112
355,-0.006441,10,13,112
356,-0.006441,10,13,112
357,-0.006441,10,13,112
358,-0.006441,10,13,112
359,-0.006441,10,13,112
360,-0.006441,10,13,112
361,-0.006441,10,13,112
362,-0.006441,10,13,112
363,-0.006441,10,13,112
364,-0.006441,10,13,112
365,-0.006441,10,13,112
366,-0.006441,10,13,112
367,-0.006441,10,13,112
368,-0.006441,10,13,112
369,-0.006441,10,13,112
370,-0.006441,10,13,112
371,-0.006441,10,13,112
372,-0.006441,10,13,112
373,-0.006441,10,13,112
374,-0.006441,10,13,112
375,-0.006441,10,13,112
376,-0.006441,10,13,112
377,-0.006441,10,13,112
378,-0.006441,10,13,112
379,-0.006441,10,13,112
380,-0.006441,10,13,112
381,-0.006441,10,13,112
382,-0.006441,10,13,112
383,-0.006441,10,13,112
384,-0.006441,10,13,112
385,-0.006441,10,13,112
386,-0.006441,10,13,112
387,-0.006441,10,13,112
388,-0.006441,10,13,112
389,-0.006441,10,13,112
390,-0.006441,10,13,112
391,-0.006441,10,13,112
392,-0.006441,10,13,112
393,-0.006441,10,13,112
394,-0.006441,10,13,112
395,-0.006441,10,13,112
396,-0.006441,10,13,112
397,-0.006441,10,13,112
398,-0.006441,10,13,112
399,-0.006441,10,13,112
400,-0.006441,10,13,112
401,-0.006441,10,13,112
402,-0.006441,10,13,112
403,-0.006441,10,13,112
404,-0.006441,10,13,112
405,-0.006441,10,13,112
406,-0.006441,10,13,112
407,-0.006441,10,13,112
408,-0.006441,10,13,112
409,-0.006441,10,13,112
410,-0.006441,10,13,112
411,-0.006441,10,13,112
412,-0.006441,10,13,112
413,-0.006441,10,13,112
414,-0.006441,10,13,112
415,-0.006441,10,13,112
416,-0.006441,10,13,112
417,-0.006441,10,13,112
418,-0.006441,10,13,112
419,-0.006441,10,13,112
420,-0.006441,10,13,112
421,-0.006441,10,13,112
422,-0.006441,10,13,112
423,-0.006441,10,13,112
424,-0.006441,10,13,112
425,-0.006441,10,13,112
426,-0.006441,10,13,112
427,-0.006441,10,13,112
428,-0.006441,10,13,112
429,-0.006441,10,13,112
430,-0.006441,10,13,112
431,-0.006441,10,13,112
432,-0.006441,10,13,112
433,-0.006441,10,13,112
434,-0.006441,10,13,112
435,-0.006441,10,13,112
436,-0.006441,10,13,112
437,-0.006441,10,13,112
438,-0.006441,10,13,112
439,-0.006441,10,13,112
440,-0.006441,10,13,112
441,-0.006441,10,13,112
442,-0.006441,10,13,112
443,-0.006441,10,13,112
444,-0.006441,10,13,112
445,-0.006441,10,13,112
446,-0.006441,10,13,112
447,-0.006441,10,13,112
448,-0.006441,10,13,112
449,-0.006441,10,13,112
450,-0.006441,10,13,112
451,-0.006441,10,13,112
452,-0.006441,10,13,112
453,-0.006441,10,13,112
454,-0.006441,10,13,112
455,-0.006441,10,13,112
456,-0.006441,10,13,112
457,-0.006441,10,13,112
458,-0.006441,10,13,112
459,-0.006441,10,13,112
460,-0.006441,10,13,112
461,-0.006441,10,13,112
462,-0.006441,10,13,112
463,-0.006441,10,13,112
464,-0.006441,10,13,112
465,-0.006441,10,13,112
466,-0.006441,10,13,112
467,-0.006441,10,13,112
468,-0.006441,10,13,112
469,-0.006441,10,13,112
470,-0.006441,10,13,112
471,-0.006441,10,13,112
472,-0.006441,10,13,112
473,-0.006441,10,13,112
474,-0.006441,10,13,112
475,-0.006441,10,13,112
476,-0.006441,10,13,112
477,-0.006441,10,13,112
478,-0.006441,10,13,112
479,-0.006441,10,13,112
480,-0.006441,10,13,112
481,-0.006441,10,13,112
482,-0.006441,10,13,112
483,-0.006441,10,13,112
484,-0.006441,10,13,112
485,-0.006441,10,13,112
486,-0.006441,10,13,112
487,-0.006441,10,13,112
488,-0.006441,10,13,112
489,-0.006441,10,13,112
490,-0.006441,10,13,112
491,-0.006441,10,13,112
492,-0.006441,10,13,112
493,-0.006441,10,13,112
494,-0.006441,10,13,112
495,-0.006441,10,13,112
496,-0.006441,10,13,112
497,-0.006441,10,13,112
498,-0.006441,10,13,112
499,-0.006441,10,13,112
500,-0.006441,10,13,112
501,-0.006441,10,13,112
502,-0.006441,10,13,112
503,-0.006441,10,13,112
504,-0.006441,10,13,112
505,-0.006441,10,13,112
506,-0.006441,10,13,112
507,-0.006441,10,13,112
508,-0.006441,10,13,112
509,-0.006441,10,13,112
510,-0.006441,10,13,112
511,-0.006441,10,13,112
512,-0.006441,10,13,112
513,-0.006441,10,13,112
514,-0.006441,10,13,112
515,-0.006441,10,13,112
516,-0.006441,10,13,112
517,-0.006441,10,13,112
518,-0.006441,10,13,112
519,-0.006441,10,13,112
520,-0.006441,10,13,112
521,-0.006441,10,13,112
522,-0.006441,10,13,112
523,-0.006441,10,13,112
524,-0.006441,10,13,112
525,-0.006441,10,13,112
526,-0.006441,10,13,112
527,-0.006441,10,13,112
528,-0.006441,10,13,112
529,-0.006441,10,13,112
530,-0.006441,10,13,112
531,-0.006441,10,13,112
532,-0.006441,10,13,112
533,-0.006441,10,13,112
534,-0.006441,10,13,112
535,-0.006441,10,13,112
536,-0.006441,10,13,112
537,-0.006441,10,13,112
538,-0.006441,10,13,112
539,-0.006441,10,13,112
540,-0.006441,10,13,112
541,-0.006441,10,13,112
542,-0.006441,10,13,112
543,-0.006381,7,13,109
544,-0.006381,7,13,109
545,-0.006381,7,13,109
546,-0.006381,7,13,109
547,-0.006381,7,13,109
548,-0.006381,7,13,109
549,-0.006381,7,13,109
550,-0.006381,7,13,109
551,-0.006381,7,13,109
552,-0.006381,7,13,109
553,-0.006381,7,13,109
554,-0.006381,7,13,109
555,-0.006381,7,13,109
556,-0.006381,7,13,109
557,-0.006381,7,13,109
558,-0.006381,7,13,109
559,-0.006381,7,13,109
